Latitude,Longitude,Time
38.943768,-94.688414,17:25:23
38.943768,-94.688414,15:59:53
39.053106,-94.590352,14:18:47
38.943768,-94.688414,01:31:27
38.9527,-94.6857,20:34:26
38.9527,-94.6857,20:25:46
38.943768,-94.688414,16:55:57
38.943768,-94.688414,16:30:14
38.943768,-94.688414,14:28:53
38.92737,-94.685198,13:18:25
38.92737,-94.685198,13:14:46
38.943768,-94.688414,15:48:37
38.943768,-94.688414,20:22:20
38.943768,-94.688414,20:12:45
38.915852,-94.7238,00:12:16
38.952019,-94.718458,22:22:58
38.943768,-94.688414,23:56:32
38.943768,-94.688414,22:10:08
39.09408,-94.423748,19:23:40
39.09408,-94.423748,19:13:03
39.09408,-94.423748,18:32:08
39.066144,-94.595493,17:38:11
39.052981,-94.590313,14:20:11
38.943768,-94.688414,13:37:29
38.943768,-94.688414,04:44:23
38.943768,-94.688414,04:34:19
38.943768,-94.688414,04:24:55
38.943768,-94.688414,03:52:11
38.943768,-94.688414,03:31:00
38.943768,-94.688414,03:23:29
38.918109,-94.666775,02:10:27
38.918109,-94.666775,02:07:59
38.918109,-94.666775,02:02:29
38.918109,-94.666775,01:59:30
38.943768,-94.688414,01:08:05
38.943768,-94.688414,23:52:16
38.930846,-94.694955,23:32:59
38.930846,-94.694955,23:29:55
38.915852,-94.7238,23:02:35
38.915852,-94.7238,23:01:07
38.943768,-94.688414,22:57:54
38.943768,-94.688414,22:07:08
38.943768,-94.688414,21:16:47
38.943768,-94.688414,20:05:35
39.066144,-94.595493,18:34:14
39.066144,-94.595493,18:26:00
39.066144,-94.595493,18:24:19
39.066144,-94.595493,18:22:01
39.052981,-94.590313,15:38:50
38.943768,-94.688414,02:58:51
39.092154,-94.415886,00:30:09
39.092154,-94.415886,00:10:04
39.092154,-94.415886,00:06:26
38.95665,-94.709455,20:01:14
38.95665,-94.709455,19:57:12
39.081802,-94.582096,19:56:08
39.081802,-94.582096,16:08:36
39.081802,-94.582096,15:52:59
39.081802,-94.582096,15:43:04
38.943768,-94.688414,12:31:06
38.943768,-94.688414,04:41:52
38.943768,-94.688414,03:24:13
38.926661,-94.702008,01:34:04
38.926661,-94.702008,01:16:27
38.926661,-94.702008,01:11:42
38.943768,-94.688414,00:45:23
38.943768,-94.688414,23:49:38
38.943768,-94.688414,21:02:32
38.943768,-94.688414,20:40:05
38.943768,-94.688414,05:31:14
38.943768,-94.688414,02:49:49
38.943768,-94.688414,02:46:18
38.943768,-94.688414,00:58:35
38.907021,-94.670936,22:33:23
38.908511,-94.667866,22:19:01
38.943768,-94.688414,17:32:52
38.943768,-94.688414,15:40:15
38.943768,-94.688414,14:42:59
39.108388,-94.361099,22:37:01
39.108388,-94.361099,22:32:52
38.943768,-94.688414,21:18:14
38.910699,-94.723818,20:09:59
38.943768,-94.688414,19:05:57
38.943768,-94.688414,18:57:00
38.943768,-94.688414,18:08:32
38.943768,-94.688414,18:06:02
38.943768,-94.688414,17:51:33
38.943768,-94.688414,03:37:41
39.000838,-94.632861,00:47:01
39.000838,-94.632861,00:24:31
38.943768,-94.688414,00:02:33
38.943768,-94.688414,17:12:54
38.943768,-94.688414,14:14:25
38.943768,-94.688414,05:51:19
38.943768,-94.688414,04:19:02
38.943768,-94.688414,03:35:10
38.943768,-94.688414,03:32:09
38.907908,-94.674125,02:34:43
38.943768,-94.688414,00:28:36
38.943768,-94.688414,23:51:15
38.943768,-94.688414,22:52:40
38.943768,-94.688414,21:26:19
38.943768,-94.688414,20:47:27
38.943768,-94.688414,20:39:37
38.943768,-94.688414,19:17:55
38.943768,-94.688414,19:13:05
38.943768,-94.688414,15:02:41
38.943768,-94.688414,02:54:17
38.914299,-94.67254,02:36:04
38.914299,-94.67254,02:19:41
38.943768,-94.688414,20:02:35
38.943768,-94.688414,19:58:39
38.943768,-94.688414,19:56:05
38.943768,-94.688414,19:50:48
38.943768,-94.688414,19:47:10
38.943768,-94.688414,19:44:34
38.943768,-94.688414,18:17:22
39.052981,-94.590313,14:47:32
38.943768,-94.688414,03:07:34
38.943768,-94.688414,03:04:52
38.943768,-94.688414,02:04:59
38.943768,-94.688414,20:49:45
38.943768,-94.688414,04:15:01
38.943768,-94.688414,14:22:08
38.943768,-94.688414,14:17:55
38.943768,-94.688414,03:54:01
39.168974,-94.495569,18:19:13
38.940398,-94.610638,17:35:04
38.943768,-94.688414,04:51:45
38.993068,-94.687887,00:42:53
38.993068,-94.687887,23:55:59
38.995723,-94.692181,23:34:41
38.943768,-94.688414,22:10:17
39.000297,-95.41387,21:07:25
39.187404,-96.579437,19:43:33
39.187404,-96.579437,19:00:48
39.187404,-96.579437,16:45:20
39.187404,-96.579437,15:12:11
39.187404,-96.579437,14:56:07
39.187404,-96.579437,14:43:22
39.187404,-96.579437,14:19:10
39.183608,-96.571669,13:59:19
38.943768,-94.688414,10:34:27
38.943768,-94.688414,03:43:41
38.943768,-94.688414,01:18:13
38.943768,-94.688414,06:35:21
38.943768,-94.688414,22:28:20
38.943768,-94.688414,04:59:55
38.956733,-94.687511,01:18:27
39.348887,-94.780522,22:40:11
39.348887,-94.780522,22:31:43
39.348887,-94.780522,21:14:07
39.244934,-94.645758,17:58:49
39.244934,-94.645758,17:41:58
39.348609,-94.780661,16:13:18
39.278752,-94.673293,15:51:10
39.052981,-94.590313,15:19:15
39.052981,-94.590313,14:22:00
38.943768,-94.688414,06:15:12
38.943768,-94.688414,04:03:13
38.943768,-94.688414,03:38:00
38.943768,-94.688414,03:12:29
38.943768,-94.688414,02:47:29
38.943768,-94.688414,02:41:56
38.943768,-94.688414,02:17:14
38.914299,-94.67254,01:25:40
38.914299,-94.67254,01:25:20
38.943768,-94.688414,23:05:46
38.943768,-94.688414,17:22:37
38.965058,-95.235978,03:23:50
38.965058,-95.235978,01:23:08
38.965058,-95.235978,01:20:11
38.965749,-95.235795,00:38:31
38.965749,-95.235795,22:17:00
38.943768,-94.688414,20:14:22
38.951508,-94.72284,18:02:43
38.943768,-94.688414,17:50:54
38.943768,-94.688414,15:26:41
38.943768,-94.688414,04:22:43
38.943768,-94.688414,01:47:24
38.943768,-94.688414,00:48:44
38.943768,-94.688414,21:45:29
38.943768,-94.688414,19:45:41
38.943768,-94.688414,19:42:55
39.186471,-96.576072,23:48:47
39.189442,-96.582593,22:51:58
39.189442,-96.582593,20:36:24
39.189442,-96.582593,20:30:11
39.189442,-96.582593,20:27:56
39.186046,-96.585462,20:11:57
39.186046,-96.585462,19:31:45
39.186046,-96.585462,19:23:51
39.186046,-96.585462,19:10:49
39.189442,-96.582593,18:56:31
39.189442,-96.582593,18:55:09
39.189442,-96.582593,18:51:39
39.189442,-96.582593,18:43:22
39.189442,-96.582593,18:40:25
39.189442,-96.582593,18:27:12
39.189442,-96.582593,18:01:22
39.189442,-96.582593,17:54:38
39.178968,-96.561778,15:54:28
39.09325,-96.576378,15:47:59
39.048334,-95.678037,15:05:08
38.990254,-95.261643,14:51:41
38.927187,-94.68632,13:57:28
38.943768,-94.688414,00:06:19
38.943768,-94.688414,23:15:32
38.914299,-94.67254,22:22:16
38.907908,-94.674125,21:57:25
38.907908,-94.674125,21:48:56
38.907884,-94.672582,21:24:15
38.908166,-94.67024,21:18:17
38.908166,-94.67024,21:15:39
38.908166,-94.67024,21:14:35
38.908564,-94.667867,21:08:53
38.943768,-94.688414,18:12:07
38.943768,-94.688414,18:11:18
38.927187,-94.68632,16:49:53
38.910699,-94.723818,16:39:24
38.943768,-94.688414,04:16:04
38.913695,-94.666776,01:55:44
38.913695,-94.666776,01:42:29
38.943768,-94.688414,22:41:38
38.943768,-94.688414,20:14:01
38.943768,-94.688414,02:16:52
39.050443,-94.597724,00:06:27
39.355146,-94.765329,23:29:29
39.355146,-94.765329,23:21:38
39.35233,-94.768345,23:18:47
39.348609,-94.780661,23:16:28
39.348609,-94.780661,22:57:36
39.348609,-94.780661,17:50:30
39.348609,-94.780661,17:44:12
39.348609,-94.780661,17:37:12
39.348609,-94.780661,17:13:13
39.310558,-94.759172,17:03:08
39.310558,-94.759172,17:02:00
38.919239,-94.66736,16:27:36
38.919239,-94.66736,16:26:22
38.907021,-94.670936,16:14:02
38.927187,-94.68632,15:58:54
38.927187,-94.68632,15:54:59
38.943768,-94.688414,06:50:05
38.943768,-94.688414,03:48:07
38.943768,-94.688414,03:43:59
38.943768,-94.688414,01:43:52
38.955119,-94.667763,01:33:35
38.955119,-94.667763,01:24:19
38.943768,-94.688414,01:16:46
38.943768,-94.688414,01:06:29
38.909677,-94.667172,00:35:03
38.909677,-94.667172,00:31:03
38.910018,-94.667832,00:19:37
38.910018,-94.667832,23:49:46
38.91017,-94.675798,23:34:33
38.91017,-94.675798,22:42:42
38.925972,-94.686351,22:27:42
38.927187,-94.68632,22:16:06
38.943768,-94.688414,18:29:19
39.066144,-94.595493,18:00:28
39.066144,-94.595493,17:57:56
39.110266,-94.572544,17:05:45
39.110266,-94.572544,16:48:36
39.065376,-94.594859,15:56:26
39.052981,-94.590313,14:30:29
38.96911,-95.235888,00:05:26
38.96911,-95.235888,23:28:14
38.958587,-95.235905,22:51:02
38.958587,-95.235905,22:46:23
38.958587,-95.235905,22:43:26
38.943768,-94.688414,17:07:47
38.943768,-94.688414,04:33:06
38.943768,-94.688414,04:14:02
38.943768,-94.688414,03:50:50
38.943768,-94.688414,01:38:38
38.943768,-94.688414,01:35:38
38.943768,-94.688414,01:14:50
38.943768,-94.688414,01:01:06
38.943768,-94.688414,00:56:14
38.943768,-94.688414,00:51:09
38.943768,-94.688414,00:40:20
38.943768,-94.688414,00:25:25
38.907908,-94.674125,23:59:56
38.907908,-94.674125,23:22:28
38.907908,-94.674125,23:20:09
38.926205,-94.686353,22:18:32
38.926861,-94.686315,22:00:55
38.943768,-94.688414,17:54:07
38.943768,-94.688414,16:08:15
38.943768,-94.688414,15:54:44
38.943768,-94.688414,05:39:14
38.883922,-94.787062,04:28:27
38.943768,-94.688414,02:33:25
38.943768,-94.688414,01:41:14
38.943768,-94.688414,00:55:24
38.943768,-94.688414,23:15:46
38.943768,-94.688414,23:13:41
38.956412,-94.718808,22:41:58
38.956412,-94.718808,22:41:20
38.956412,-94.718909,22:39:37
38.956412,-94.718909,22:35:00
38.956413,-94.718188,22:29:58
38.956416,-94.717046,22:06:18
38.956416,-94.717046,22:03:01
38.956412,-94.718849,21:44:41
38.943768,-94.688414,21:09:13
38.926861,-94.686315,20:25:34
38.911522,-94.638076,19:37:03
38.926861,-94.686315,18:31:31
38.943768,-94.688414,17:26:20
38.943768,-94.688414,05:18:13
38.943768,-94.688414,03:33:39
38.943768,-94.688414,02:58:37
38.939633,-94.668323,02:41:52
38.939633,-94.668323,02:39:20
39.000838,-94.632861,00:05:18
39.000838,-94.632861,23:32:05
38.943768,-94.688414,22:43:36
38.6161,-95.2681,20:50:04
38.943768,-94.688414,22:57:21
38.943768,-94.688414,22:15:12
38.943768,-94.688414,19:25:42
38.943768,-94.688414,02:53:03
38.943768,-94.688414,02:32:07
38.943768,-94.688414,02:27:45
38.943768,-94.688414,02:22:02
38.943768,-94.688414,02:15:36
38.943768,-94.688414,02:12:43
38.943768,-94.688414,02:08:49
38.943768,-94.688414,02:05:41
38.943768,-94.688414,02:02:31
38.943768,-94.688414,01:27:00
38.943768,-94.688414,01:21:57
38.963975,-94.671249,00:41:15
38.914299,-94.67254,23:56:54
38.943768,-94.688414,18:25:23
38.943768,-94.688414,18:20:19
38.943768,-94.688414,18:15:55
39.083928,-94.584156,17:02:18
39.083928,-94.584156,16:59:11
39.083928,-94.584156,16:17:36
39.053106,-94.590352,15:28:22
39.081806,-94.582123,00:43:27
39.081806,-94.582123,00:21:38
39.083928,-94.584156,19:10:04
39.081802,-94.582096,18:54:28
39.083928,-94.584156,18:46:14
39.107757,-94.584845,16:20:51
39.066144,-94.595493,15:53:42
39.053106,-94.590352,14:21:10
39.083928,-94.584156,03:26:44
39.083958,-94.583531,03:09:53
39.083958,-94.583531,03:02:41
39.083958,-94.583531,02:24:28
39.083958,-94.583531,02:19:29
39.083958,-94.583531,02:15:41
39.083958,-94.583531,01:23:39
39.083958,-94.583531,01:19:55
39.083958,-94.583531,01:11:49
39.083958,-94.583531,00:33:52
39.083928,-94.584156,21:23:56
39.083928,-94.584156,21:09:14
39.083928,-94.584156,21:03:56
39.083928,-94.584156,20:43:55
39.057185,-94.572053,20:06:40
39.057185,-94.572053,20:06:17
39.068324,-94.582162,19:26:45
38.972027,-94.68829,18:48:23
38.972027,-94.68829,18:42:37
38.972027,-94.68829,18:40:57
38.942103,-94.707551,18:25:44
38.943768,-94.688414,16:16:17
39.052981,-94.590313,14:08:28
39.083928,-94.584156,05:42:55
38.943768,-94.688414,03:29:59
38.989931,-94.607982,02:21:30
38.943768,-94.688414,21:35:31
38.912681,-94.672492,20:56:29
38.943768,-94.688414,19:29:49
38.9527,-94.6857,19:19:29
39.052981,-94.590313,18:47:18
39.051785,-94.593101,17:58:40
39.051785,-94.593101,17:48:18
39.051785,-94.593101,17:45:18
39.072411,-94.585253,17:23:47
38.943768,-94.688414,03:52:29
38.943768,-94.688414,03:49:22
38.943768,-94.688414,03:02:32
38.943768,-94.688414,01:56:44
38.943768,-94.688414,23:48:46
38.926861,-94.686315,23:28:16
38.926861,-94.686315,23:19:20
38.907908,-94.674125,22:53:10
38.907908,-94.674125,22:23:41
38.906906,-94.671389,22:15:24
38.906906,-94.671389,21:35:07
38.917638,-94.667518,21:16:13
38.943768,-94.688414,16:01:54
38.943768,-94.688414,19:31:19
38.943768,-94.688414,16:19:41
38.943768,-94.688414,18:56:10
38.943768,-94.688414,18:18:43
38.927187,-94.68632,18:12:57
38.927187,-94.68632,17:30:27
38.943768,-94.688414,02:35:03
38.956446,-94.722508,01:20:20
39.050443,-94.597724,00:20:26
39.050443,-94.597724,00:19:20
39.050443,-94.597724,23:42:58
38.943768,-94.688414,21:37:08
38.943768,-94.688414,20:45:42
39.066102,-94.615433,19:19:52
39.06101,-94.61988,17:12:54
39.06101,-94.61988,16:53:55
39.053038,-94.590356,14:29:08
38.943768,-94.688414,01:44:17
38.912474,-94.662366,01:05:23
38.917329,-94.667598,00:51:01
38.917329,-94.667598,00:32:18
38.91446,-94.664305,00:30:30
38.91446,-94.664305,00:24:21
38.925972,-94.686351,00:04:49
38.925972,-94.686351,23:35:41
38.925972,-94.686351,23:20:02
38.943768,-94.688414,20:57:48
38.943768,-94.688414,20:46:45
39.07184,-94.604473,19:58:27
38.971086,-95.235893,18:43:10
38.971235,-95.235895,18:35:21
38.970732,-95.236757,17:57:05
39.072411,-94.585253,15:07:53
39.066144,-94.595493,14:56:01
39.066144,-94.595493,14:46:37
39.053038,-94.590356,14:06:44
38.943768,-94.688414,14:06:11
38.943768,-94.688414,05:51:23
38.943768,-94.688414,05:13:43
38.943768,-94.688414,21:44:53
38.943768,-94.688414,21:43:05
38.943768,-94.688414,21:40:44
38.919239,-94.66736,21:30:44
38.919239,-94.66736,21:28:26
38.943768,-94.688414,20:39:49
38.943768,-94.688414,20:23:32
38.926861,-94.686315,17:51:43
38.9269,-94.686359,17:00:00
38.927187,-94.68632,16:20:00
38.927187,-94.68632,15:34:07
38.943768,-94.688414,02:14:40
38.943768,-94.688414,02:12:52
38.943768,-94.688414,02:12:05
38.956645,-94.714906,01:51:39
38.956645,-94.714906,01:46:43
38.943768,-94.688414,23:38:39
38.943768,-94.688414,22:43:45
38.907839,-94.672945,21:08:01
38.908166,-94.67024,20:57:23
38.915564,-94.668185,20:54:56
38.915564,-94.668185,20:53:43
38.908166,-94.67024,20:15:32
38.908166,-94.67024,20:05:38
38.912998,-94.673374,19:35:35
38.912681,-94.672492,19:27:53
38.927187,-94.68632,19:27:15
38.927187,-94.68632,19:18:56
38.9527,-94.6857,18:59:18
38.943768,-94.688414,04:19:54
38.971638,-94.715946,03:48:34
38.971638,-94.715946,03:24:38
38.943768,-94.688414,01:35:03
38.943768,-94.688414,23:05:15
38.943768,-94.688414,21:40:38
38.943768,-94.688414,21:19:49
38.959445,-94.665888,21:00:35
38.943768,-94.688414,01:20:44
39.1898,-94.682902,23:06:40
38.943768,-94.688414,21:11:13
38.943768,-94.688414,01:35:05
38.943768,-94.688414,22:38:39
38.906906,-94.671389,20:27:58
38.912474,-94.662366,19:43:54
38.912474,-94.662366,19:33:22
38.959445,-94.665888,19:04:19
38.959445,-94.665888,17:52:52
38.959445,-94.665888,17:44:37
39.107757,-94.584845,17:33:17
39.107757,-94.584845,16:40:23
39.108373,-94.582625,15:47:44
39.066144,-94.595493,15:09:29
39.053038,-94.590356,14:35:02
38.943768,-94.688414,03:12:43
38.943768,-94.688414,19:25:23
38.943768,-94.688414,19:21:45
38.927187,-94.68632,18:07:00
39.053038,-94.590356,14:59:46
38.943768,-94.688414,22:39:19
38.953195,-94.667779,21:43:32
38.98513,-94.671571,21:40:33
38.98513,-94.671571,21:09:23
39.019384,-94.659491,20:59:55
39.019384,-94.659491,20:57:54
39.019977,-94.665618,20:34:09
39.019977,-94.665618,20:26:00
39.019384,-94.659491,20:15:17
39.019384,-94.659491,20:10:03
38.912818,-94.651314,19:45:05
38.912818,-94.651314,19:18:02
38.912818,-94.651314,19:15:45
38.910771,-94.651852,19:12:56
38.927187,-94.68632,18:56:08
38.943768,-94.688414,17:31:34
38.943768,-94.688414,16:13:23
38.943768,-94.688414,16:01:10
38.943768,-94.688414,03:15:37
39.057253,-94.604397,02:06:17
39.081802,-94.582096,23:57:15
39.081802,-94.582096,23:54:53
38.943768,-94.688414,23:26:29
38.943768,-94.688414,21:15:41
38.943768,-94.688414,15:50:28
38.943768,-94.688414,04:05:55
38.943768,-94.688414,03:26:41
38.943768,-94.688414,02:52:01
38.943768,-94.688414,02:07:06
38.943768,-94.688414,00:13:44
38.943768,-94.688414,22:16:32
38.91446,-94.664305,21:35:29
38.91446,-94.664305,21:12:30
38.91446,-94.664305,21:08:51
38.91446,-94.664305,21:04:41
38.943768,-94.688414,21:02:33
38.943768,-94.688414,03:28:45
38.956413,-94.717649,02:04:10
38.943768,-94.688414,22:31:20
38.956917,-94.627854,21:48:38
38.997705,-94.591742,21:13:06
38.997705,-94.591742,21:05:36
39.002136,-94.631961,21:01:26
39.002136,-94.631961,20:55:50
39.002136,-94.631961,18:38:47
38.943768,-94.688414,17:01:33
38.943768,-94.688414,00:32:43
38.943768,-94.688414,23:12:29
38.943768,-94.688414,22:54:43
38.943768,-94.688414,21:46:06
38.943768,-94.688414,21:36:42
38.927187,-94.68632,19:22:22
38.927187,-94.68632,17:37:47
38.927187,-94.68632,15:28:38
38.943768,-94.688414,03:14:14
38.943768,-94.688414,02:27:05
38.943768,-94.688414,02:00:13
38.943768,-94.688414,00:47:38
38.943768,-94.688414,23:42:56
38.943768,-94.688414,23:06:04
38.943768,-94.688414,22:42:28
38.943768,-94.688414,22:34:07
38.943768,-94.688414,22:31:10
38.943768,-94.688414,22:03:18
38.912998,-94.673374,21:41:19
39.076518,-94.602617,20:40:16
39.066144,-94.595493,18:54:57
39.066144,-94.595493,16:07:29
39.066144,-94.595493,16:00:29
39.053106,-94.590352,15:51:00
39.053106,-94.590352,15:32:26
38.883922,-94.787062,04:20:23
38.883922,-94.787062,03:59:10
38.943768,-94.688414,18:20:14
38.943768,-94.688414,17:48:23
38.943768,-94.688414,16:40:00
38.943768,-94.688414,07:20:31
38.943768,-94.688414,04:29:37
38.943768,-94.688414,04:19:10
38.943768,-94.688414,23:49:12
38.943768,-94.688414,23:45:52
38.943768,-94.688414,22:43:23
38.943768,-94.688414,22:25:10
38.927187,-94.68632,21:11:53
38.927187,-94.68632,20:18:10
38.927187,-94.68632,19:21:32
38.927187,-94.68632,18:40:34
38.927187,-94.68632,18:23:51
38.927187,-94.68632,18:07:09
38.927187,-94.68632,17:59:30
38.943768,-94.688414,09:09:59
38.943768,-94.688414,04:34:41
38.972027,-94.68829,02:46:16
38.972027,-94.68829,02:38:52
38.972027,-94.68829,02:37:21
39.012542,-94.845309,23:35:34
38.943768,-94.688414,20:29:28
38.943768,-94.688414,19:16:25
38.943768,-94.688414,18:59:22
38.943768,-94.688414,17:33:21
38.895617,-94.779598,14:56:11
38.943768,-94.688414,14:51:46
38.943768,-94.688414,03:16:45
38.943768,-94.688414,03:00:02
38.943768,-94.688414,01:10:21
38.943768,-94.688414,00:39:59
38.943768,-94.688414,23:48:53
38.943768,-94.688414,20:03:38
38.972984,-94.686605,19:31:50
38.972984,-94.686605,18:46:32
38.972984,-94.686605,18:07:59
38.972984,-94.686605,18:03:31
38.972984,-94.686605,17:46:32
38.972984,-94.686605,17:41:18
38.943768,-94.688414,17:26:44
38.943768,-94.688414,17:19:22
38.943768,-94.688414,17:17:25
38.943768,-94.688414,17:16:43
38.927187,-94.68632,16:47:24
38.911619,-94.680435,16:31:18
38.943768,-94.688414,15:12:32
38.943768,-94.688414,05:12:12
38.943768,-94.688414,05:01:30
38.943768,-94.688414,22:52:26
38.943768,-94.688414,22:37:44
38.943768,-94.688414,22:26:00
38.943768,-94.688414,22:24:19
38.943768,-94.688414,22:22:44
38.908166,-94.67024,21:23:25
38.927187,-94.68632,20:57:37
38.927187,-94.68632,20:43:34
38.9527,-94.6857,20:40:29
38.9527,-94.6857,20:15:03
38.943768,-94.688414,17:27:42
38.943768,-94.688414,16:42:26
38.943768,-94.688414,02:01:05
39.066144,-94.595493,00:56:53
39.014551,-94.590216,00:35:08
38.993194,-94.593778,23:47:46
38.993194,-94.593778,23:39:31
38.993194,-94.593778,23:24:06
39.066144,-94.595493,22:48:10
39.066144,-94.595493,22:46:14
39.112504,-94.589123,22:42:51
39.112504,-94.589123,22:39:56
39.297867,-94.716065,22:17:23
39.297867,-94.716065,22:15:16
38.943768,-94.688414,01:37:43
38.943768,-94.688414,23:53:03
38.956733,-94.687511,23:27:17
38.956733,-94.687511,23:22:12
38.956733,-94.687511,22:47:34
38.956544,-94.723687,22:03:55
38.943768,-94.688414,20:18:19
38.945004,-94.688947,19:16:47
38.945004,-94.688947,19:02:08
38.943768,-94.688414,19:00:53
38.907884,-94.672582,17:01:39
38.927603,-94.669202,15:39:28
38.943768,-94.688414,14:05:26
39.066144,-94.595493,04:33:46
39.066144,-94.595493,02:18:24
39.066144,-94.595493,02:00:57
39.066144,-94.595493,19:04:15
39.066144,-94.595493,19:00:01
39.066144,-94.595493,18:44:15
39.068354,-94.582171,17:59:39
39.068354,-94.582171,17:46:08
39.068354,-94.582171,17:43:27
39.068354,-94.582171,17:41:20
39.068354,-94.582171,17:38:57
39.068324,-94.582162,17:27:54
39.068324,-94.582162,17:18:30
39.051785,-94.593101,16:27:47
39.051785,-94.593101,16:21:02
39.051785,-94.593101,16:19:01
39.051785,-94.593101,16:04:43
39.053106,-94.590352,14:24:30
38.943768,-94.688414,03:47:17
38.943768,-94.688414,01:24:40
38.984215,-94.668605,00:57:45
38.912994,-94.673954,21:51:32
38.943768,-94.688414,21:28:55
38.943768,-94.688414,19:26:06
38.943768,-94.688414,05:01:01
38.943768,-94.688414,02:43:25
38.943768,-94.688414,02:42:28
38.943768,-94.688414,01:39:23
38.943768,-94.688414,00:59:29
38.943768,-94.688414,17:59:18
38.943768,-94.688414,04:49:08
38.933229,-94.639342,04:24:15
38.933229,-94.639342,04:22:14
39.096521,-94.424926,23:27:35
39.094804,-94.44547,23:08:29
38.943768,-94.688414,22:15:50
38.943768,-94.688414,20:34:36
38.943768,-94.688414,02:16:24
38.943768,-94.688414,01:51:42
38.943768,-94.688414,01:33:19
38.943768,-94.688414,00:43:23
38.943768,-94.688414,19:59:00
38.907884,-94.672582,18:45:46
38.907884,-94.672582,17:52:18
38.912474,-94.662366,16:19:36
38.943768,-94.688414,06:04:34
38.943768,-94.688414,02:17:09
38.943768,-94.688414,22:25:34
38.943768,-94.688414,22:04:52
39.041557,-94.593848,20:24:44
39.041557,-94.593848,18:11:09
39.041557,-94.593848,18:06:44
39.053117,-94.590871,17:07:34
39.053117,-94.590871,16:47:53
39.053106,-94.590352,14:44:03
38.943768,-94.688414,04:10:45
38.943768,-94.688414,01:44:18
38.943768,-94.688414,23:08:00
38.943768,-94.688414,23:05:36
38.943768,-94.688414,23:03:02
38.943768,-94.688414,22:59:42
38.943768,-94.688414,22:47:48
38.943768,-94.688414,20:41:46
38.943768,-94.688414,20:07:08
38.943768,-94.688414,19:49:13
38.928704,-94.723659,19:31:32
38.928704,-94.723659,19:30:53
